Johnson Controls International plc,JCI,1.040,1.000,0.885,0.832,0.733,0.660,,0.550,0.516,,0.520,0.520,0.520,0.440,0.373,0.333,0.300,0.240,0.220,0.207,1.867,1.667,13.423,4.0,13.0,6.3,13.6,11.1,20.0,6.4,-0.7,0.0,0.0,18.2,17.9,12.0,11.1,25.0,9.1,6.4,-88.9,12.0,5.1,23.8
Johnson Outdoors Inc.,JOUT,0.480,0.370,0.330,0.305,0.300,0.075,,0.000,0.000,,0.000,0.000,0.220,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.190,29.7,12.1,8.2,1.7,300.0,n/a,n/a,n/a,n/a,-100.0,100.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50.2,124.8
Jones Lang Lasalle,JLL,0.820,0.720,0.640,0.560,0.480,0.440,,0.400,0.300,,0.200,0.200,0.750,0.600,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.360,13.9,12.5,14.3,16.7,9.1,10.0,33.3,50.0,0.0,-73.3,25.0,140.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.0,47.6
JPMorgan Chase & Co.,JPM,2.480,2.040,1.840,1.680,1.560,1.360,,1.150,0.800,,0.200,0.530,1.520,1.440,1.360,1.360,1.360,1.360,1.360,1.340,1.233,1.060,27.033,21.6,10.9,9.5,7.7,14.7,18.3,43.8,300.0,-62.3,-65.1,5.6,5.9,0.0,0.0,0.0,0.0,1.5,8.7,16.3,17.7,72.9
Kadant Inc.,KAI,0.870,0.820,0.740,0.660,0.575,0.250,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.915,6.1,10.8,12.1,14.8,130.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.8,53.3
Kaiser Aluminum Corp.,KALU,2.200,2.000,1.800,1.600,1.400,1.200,,1.000,0.960,,0.960,0.960,0.840,0.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.280,10.0,11.1,12.5,14.3,16.7,20.0,4.2,0.0,0.0,14.3,133.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.5,37.7
Kansas City Southern,KSU,1.440,1.350,1.320,1.270,1.055,0.840,,0.585,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.160,8.060,6.7,2.3,3.9,20.4,25.6,43.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,-75.0,-9.1,50.7
KAR Auction Services Inc.,KAR,1.400,1.280,1.160,1.080,1.000,0.760,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.680,9.4,10.3,7.4,8.0,31.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.3,10.3
Kellogg Company,K,2.200,2.120,2.040,1.980,1.900,1.800,,1.740,1.670,,1.560,1.430,1.300,1.200,1.140,1.060,1.010,1.010,1.010,1.010,1.010,0.960,29.150,3.8,3.9,3.0,4.2,5.6,3.4,4.2,7.1,9.1,10.0,8.3,5.3,7.5,5.0,0.0,0.0,0.0,0.0,5.2,4.5,3.1
Kennedy-Wilson Holdings Inc.,KW,0.760,0.680,0.540,0.450,0.340,0.260,,0.190,0.080,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.300,11.8,25.9,20.0,32.4,30.8,36.8,137.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42.2,42.9
Kewaunee Scientific Corp.,KEQU,0.720,0.640,0.560,0.500,0.460,0.420,,0.400,0.400,,0.400,0.360,0.310,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.280,0.250,7.660,12.5,14.3,12.0,8.7,9.5,5.0,0.0,0.0,11.1,16.1,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.9,6.1
KeyCorp,KEY,0.565,0.380,0.330,0.290,0.250,0.215,,0.180,0.100,,0.040,0.093,1.000,1.460,1.380,1.300,1.240,1.220,1.200,1.180,1.120,1.040,14.583,48.7,15.2,13.8,16.0,16.3,19.4,80.0,150.0,-56.8,-90.8,-31.5,5.8,6.2,4.8,1.6,1.7,1.7,5.4,7.7,11.3,48.8
Kimberly-Clark Corp.,KMB,3.970,3.830,3.640,3.480,3.256,3.038,,2.799,2.684,,2.473,2.281,2.176,1.994,1.840,1.677,1.476,1.265,1.131,1.064,1.026,0.987,46.087,3.7,5.2,4.6,6.9,7.2,8.6,4.3,8.5,8.4,4.8,9.1,8.3,9.7,13.6,16.7,11.9,6.3,3.7,3.9,7.7,3.5
Kimco Realty Corp.,KIM,1.120,1.080,1.020,0.960,0.900,0.840,,0.760,0.720,,0.640,1.000,1.640,1.480,1.350,1.245,1.140,1.080,1.040,0.960,0.887,0.790,20.652,3.7,5.9,6.3,6.7,7.1,10.5,5.6,12.5,-36.0,-39.0,10.8,9.6,8.4,9.2,5.6,3.8,8.3,8.3,12.2,3.1,14.6
Kingstone Companies Inc.,KINS,0.400,0.303,0.250,0.213,0.180,0.160,,0.140,0.060,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.705,32.2,21.0,17.6,18.1,12.5,14.3,133.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.6,43.6
Kite Realty Group Trust,KRG,1.270,1.210,1.135,1.078,1.020,0.960,,0.960,0.960,,0.960,1.910,3.280,3.160,3.034,3.008,0.376,0.000,0.000,0.000,0.000,0.000,24.321,5.0,6.6,5.3,5.6,6.3,0.0,0.0,0.0,-49.7,-41.8,3.8,4.2,0.9,700.0,n/a,n/a,n/a,n/a,n/a,46.1,189.0
KLA-Tencor Corp.,KLAC,2.840,2.260,2.100,2.040,1.900,1.700,,1.500,1.200,,0.800,0.600,0.600,0.540,0.480,0.360,0.000,0.000,0.000,0.000,0.000,0.000,18.920,25.7,7.6,2.9,7.4,11.8,13.3,25.0,50.0,33.3,0.0,11.1,12.5,33.3,n/a,n/a,n/a,n/a,n/a,n/a,18.0,14.5
Kohl's Corp.,KSS,2.440,2.200,2.000,1.800,1.560,1.400,,1.280,1.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.680,10.9,10.0,11.1,15.4,11.4,9.4,28.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.7,6.6
Kraft Heinz Company,KHC,2.500,2.450,2.325,2.225,2.125,2.025,,1.160,1.160,,1.160,1.160,0.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.160,2.0,5.4,4.5,4.7,4.9,74.6,0.0,0.0,0.0,33.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.9,23.8
Kroger Company,KR,0.530,0.490,0.450,0.395,0.340,0.308,,0.248,0.215,,0.195,0.183,0.173,0.145,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.768,8.2,8.9,13.9,16.2,10.6,24.2,15.1,10.3,6.8,5.8,19.0,48.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.6,11.7
L3 Technologies Inc.,LLL,3.200,3.000,2.800,2.600,2.400,2.200,,1.960,1.728,,1.536,1.344,1.152,0.960,0.720,0.480,0.384,0.000,0.000,0.000,0.000,0.000,26.466,6.7,7.1,7.7,8.3,9.1,12.2,13.4,12.5,14.3,16.7,20.0,33.3,50.0,25.0,n/a,n/a,n/a,n/a,n/a,16.9,12.2
Lakeland Bancorp Inc.,LBAI,0.445,0.395,0.370,0.330,0.293,0.271,,0.235,0.215,,0.181,0.259,0.346,0.329,0.317,0.313,0.313,0.295,0.266,0.233,0.151,0.000,5.559,12.7,6.8,12.1,12.7,7.9,15.3,9.5,18.5,-30.0,-25.0,5.0,3.7,1.3,0.0,6.3,10.7,14.2,54.6,n/a,7.6,17.3
Lakeland Financial Corp.,LKFN,1.000,0.850,0.727,0.630,0.547,0.493,,0.443,0.413,,0.413,0.413,0.403,0.363,0.327,0.300,0.273,0.247,0.220,0.193,0.160,0.120,8.537,17.6,17.0,15.3,15.2,10.8,11.3,7.3,0.0,0.0,2.5,11.0,11.2,8.9,9.8,10.8,12.1,13.8,20.8,33.3,12.0,7.6
Lam Research Corp.,LRCX,3.200,1.800,1.200,0.960,0.360,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.520,77.8,50.0,25.0,166.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,79.9,61.8
Lamar Advertising Co.,LAMR,3.650,3.320,3.020,2.750,2.500,0.000,,0.000,0.000,,0.000,0.000,0.000,3.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.490,9.9,9.9,9.8,10.0,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.1,49.2
Lancaster Colony Corp.,LANC,2.450,2.250,2.050,1.880,1.780,1.620,,1.460,1.350,,1.230,1.155,1.125,1.090,1.050,1.010,0.940,0.830,0.760,0.690,0.650,0.610,25.980,8.9,9.8,9.0,5.6,9.9,11.0,8.1,9.8,6.5,2.7,3.2,3.8,4.0,7.4,13.3,9.2,10.1,6.2,6.6,7.6,2.9
Landmark Bancorp Inc.,LARK,0.800,0.726,0.726,0.657,0.625,0.595,,0.567,0.540,,0.514,0.490,0.467,0.444,0.379,0.361,0.343,0.317,0.279,0.262,0.262,0.262,9.616,10.3,0.0,10.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.4,5.0,5.0,8.2,13.6,6.8,0.0,0.0,6.1,4.4
Landstar System Inc.,LSTR,0.630,0.380,0.340,0.300,0.260,0.250,#,0.230,0.210,,0.190,0.170,0.155,0.135,0.110,0.050,0.000,0.000,0.000,0.000,0.000,0.000,3.410,65.8,11.8,13.3,15.4,4.0,8.7,9.5,10.5,11.8,9.7,14.8,22.7,120.0,n/a,n/a,n/a,n/a,n/a,n/a,24.5,32.6
Las Vegas Sands Corp.,LVS,3.000,2.920,2.880,2.600,2.000,1.400,,1.000,0.250,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.050,2.7,1.4,10.8,30.0,42.9,40.0,300.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.1,106.7
Lazard Limited,LAZ,1.730,1.610,1.490,1.350,1.200,0.950,#,0.760,0.605,,0.500,0.450,0.400,0.360,0.360,0.142,0.000,0.000,0.000,0.000,0.000,0.000,11.907,7.5,8.1,10.4,12.5,26.3,25.0,25.6,21.0,11.1,12.5,11.1,0.0,153.5,n/a,n/a,n/a,n/a,n/a,n/a,25.0,39.4
La-Z-Boy Inc.,LZB,0.490,0.450,0.410,0.340,0.260,0.180,,0.040,0.000,,0.000,0.000,0.140,0.480,0.470,0.440,0.430,0.400,0.390,0.360,0.340,0.320,5.940,8.9,9.8,20.6,30.8,44.4,350.0,n/a,n/a,n/a,-100.0,-70.8,2.1,6.8,2.3,7.5,2.6,8.3,5.9,6.3,21.0,94.6
Lear Corp.,LEA,2.800,2.000,1.200,1.000,0.800,0.680,,0.560,0.500,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.540,40.0,66.7,20.0,25.0,17.6,21.4,12.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,29.0,18.8
LegacyTexas Financial Group Inc.,LTXB,0.700,0.610,0.580,0.540,0.480,0.420,,0.300,0.200,,0.151,0.164,0.207,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.496,14.8,5.2,7.4,12.5,14.3,40.0,50.0,32.1,-7.8,-20.7,45.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.5,22.2
Legg Mason Inc.,LM,1.240,1.000,0.840,0.720,0.610,0.500,,0.410,0.300,,0.170,0.330,0.960,0.930,0.780,0.660,0.500,0.347,0.280,0.253,0.227,0.193,11.250,24.0,19.0,16.7,18.0,22.0,22.0,36.7,76.5,-48.5,-65.6,3.2,19.2,18.2,32.0,44.2,23.8,10.5,11.8,17.2,15.8,30.2
Leggett & Platt Inc.,LEG,1.480,1.400,1.320,1.250,1.210,1.170,,1.130,1.090,,1.050,1.010,1.000,0.700,0.680,0.620,0.570,0.530,0.490,0.470,0.400,0.350,17.920,5.7,6.1,5.6,3.3,3.4,3.5,3.7,3.8,4.0,1.0,42.9,2.9,9.7,8.8,7.5,8.2,4.3,17.5,14.3,8.2,9.3
LeMaitre Vascular Inc.,LMAT,0.280,0.210,0.175,0.160,0.135,0.115,,0.095,0.060,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.230,33.3,20.0,9.4,18.5,17.4,21.1,58.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.4,16.1
Lennox International Inc.,LII,2.300,1.880,1.580,1.320,1.080,0.880,#,0.740,0.690,,0.590,0.560,0.560,0.520,0.440,0.400,0.380,0.380,0.380,0.380,0.380,0.085,15.525,22.3,19.0,19.7,22.2,22.7,18.9,7.2,16.9,5.4,0.0,7.7,18.2,10.0,5.3,0.0,0.0,0.0,0.0,347.1,28.6,77.6
Lexington Realty Trust,LXP,0.710,0.700,0.685,0.680,0.670,0.600,,0.525,0.460,,0.400,0.386,1.365,1.500,1.460,1.440,1.400,1.340,1.320,1.270,1.245,1.225,19.381,1.4,2.2,0.7,1.5,11.7,14.3,14.1,15.0,3.6,-71.7,-9.0,2.7,1.4,2.9,4.5,1.5,3.9,2.0,1.6,0.2,18.4
Life Storage Inc.,LSI,4.000,3.950,3.700,3.200,2.720,2.020,,1.800,1.800,,1.800,2.180,2.530,2.490,2.465,2.430,2.413,2.403,2.370,2.330,2.290,2.250,51.140,1.3,6.8,15.6,17.6,34.7,12.2,0.0,0.0,-17.4,-13.8,1.6,1.0,1.4,0.7,0.4,1.4,1.7,1.7,1.8,3.6,11.1
Limoneira Company,LMNR,0.250,0.220,0.200,0.180,0.165,0.150,#,0.131,0.125,,0.063,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.515,13.6,10.0,11.1,9.1,10.0,14.3,5.0,100.0,100.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.3,39.6
Lincoln Electric Holdings,LECO,1.560,1.400,1.280,1.160,0.920,0.800,#,0.680,0.620,,0.560,0.540,0.500,0.440,0.380,0.360,0.335,0.320,0.300,0.295,0.280,0.240,12.970,11.4,9.4,10.3,26.1,15.0,17.6,9.7,10.7,3.7,8.0,13.6,15.8,5.6,7.5,4.7,6.7,1.7,5.4,16.7,10.5,5.9
Lincoln National Corp.,LNC,1.320,1.160,1.000,0.800,0.640,0.480,,0.320,0.200,,0.040,0.240,1.660,1.580,1.520,1.460,1.400,1.340,1.280,1.220,1.160,1.100,19.920,13.8,16.0,25.0,25.0,33.3,50.0,60.0,400.0,-83.3,-85.5,5.1,3.9,4.1,4.3,4.5,4.7,4.9,5.2,5.5,26.1,97.3
Linde Plc,LIN,3.300,3.150,3.000,2.860,2.600,2.400,,2.200,2.000,,1.800,1.600,1.500,1.200,1.000,0.720,0.600,0.458,0.380,0.340,0.310,0.280,31.698,4.8,5.0,4.9,10.0,8.3,9.1,10.0,11.1,12.5,6.7,25.0,20.0,38.9,20.0,31.1,20.4,11.8,9.7,10.7,14.2,9.4
Lindsay Corp.,LNN,1.220,1.180,1.140,1.100,1.060,0.490,,0.410,0.350,,0.330,0.310,0.290,0.270,0.250,0.230,0.210,0.170,0.140,0.140,0.140,0.130,9.560,3.4,3.5,3.6,3.8,116.3,19.5,17.1,6.1,6.5,6.9,7.4,8.0,8.7,9.5,23.5,21.4,0.0,0.0,7.7,14.4,25.6
Lithia Motors Inc.,LAD,1.140,1.060,0.950,0.760,0.610,0.490,#,0.370,0.260,,0.150,0.000,0.470,0.560,0.520,0.400,0.300,0.140,0.000,0.000,0.000,0.000,8.180,7.5,11.6,25.0,24.6,24.5,32.4,42.3,73.3,n/a,-100.0,-16.1,7.7,30.0,33.3,114.3,n/a,n/a,n/a,n/a,22.2,47.0
Littelfuse Inc.,LFUS,1.600,1.400,1.240,1.080,0.940,0.840,,0.760,0.660,,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.670,14.3,12.9,14.8,14.9,11.9,10.5,15.2,340.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.3,115.4
Lockheed Martin,LMT,8.200,7.460,6.770,6.150,5.490,4.780,,4.150,3.250,,2.640,2.340,1.830,1.470,1.250,1.050,0.910,0.580,0.440,0.440,0.440,0.880,60.520,9.9,10.2,10.1,12.0,14.9,15.2,27.7,23.1,12.8,27.9,24.5,17.6,19.0,15.4,56.9,31.8,0.0,0.0,-50.0,14.7,20.1
Logansport Financial Corp.,LOGN,1.350,1.160,0.970,0.740,0.640,0.620,,0.600,0.600,,0.600,0.600,0.600,0.600,0.600,0.560,0.560,0.560,0.500,0.470,0.440,0.440,13.210,16.4,19.6,31.1,15.6,3.2,3.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,12.0,6.4,6.8,0.0,6.4,8.8
Logitech International,LOGI,0.688,0.6341,0.5679,0.53,0.2671,0.23,,0.84,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.757,8.4,11.7,7.2,98.4,16.1,-72.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.5,54.2
Lowe's Companies,LOW,1.780,1.520,1.260,1.020,0.820,0.680,,0.600,0.500,,0.400,0.350,0.330,0.260,0.160,0.100,0.070,0.053,0.040,0.038,0.035,0.030,10.045,17.1,20.6,23.5,24.4,20.6,13.3,20.0,25.0,14.3,6.1,26.9,62.5,60.0,42.9,33.3,31.3,6.7,7.1,16.7,24.9,15.9
LyondellBasell Industries NV,LYB,4.000,3.550,3.330,3.040,2.700,2.000,,1.450,0.550,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.620,12.7,6.6,9.5,12.6,35.0,37.9,163.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.7,56.1
Lyons Bancorp Inc.,LYBC,1.110,1.030,0.950,0.770,0.685,0.583,,0.583,0.453,,0.420,0.390,0.377,0.360,0.333,0.287,0.250,0.193,0.137,0.093,0.000,0.000,9.005,7.8,8.4,23.4,12.4,17.4,0.0,28.7,7.9,7.7,3.5,4.6,8.0,16.3,14.7,29.3,41.5,46.4,n/a,n/a,16.4,13.3
Macatawa Bank Corp.,MCBC,0.250,0.180,0.120,0.110,0.080,0.000,,0.000,0.000,,0.000,0.000,0.260,0.514,0.461,0.369,0.264,0.207,0.160,0.131,0.031,0.000,3.138,38.9,50.0,9.1,37.5,n/a,n/a,n/a,n/a,n/a,-100.0,-49.4,11.4,25.0,39.7,27.7,29.4,21.9,323.5,n/a,35.7,95.9
Macerich Company,MAC,2.970,2.870,2.750,2.630,2.510,2.360,,2.230,2.050,,1.560,0.980,3.200,2.930,2.750,2.630,2.480,2.320,2.220,2.140,2.060,1.965,47.605,3.5,4.4,4.6,4.8,6.4,5.8,8.8,31.4,59.2,-69.4,9.2,6.5,4.6,6.0,6.9,4.5,3.7,3.9,4.8,5.8,22.6
Mackinac Financial Corp.,MFNC,0.480,0.460,0.400,0.325,0.200,0.160,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,8.000,4.810,3.600,23.435,4.3,15.0,23.1,62.5,25.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,-37.5,66.3,33.6,10.3,51.6
Magellan Midstream Partners LP,MMP,3.793,3.523,3.245,2.915,2.505,2.098,,1.784,1.556,,1.454,1.420,1.361,1.247,1.143,0.983,0.860,0.766,0.645,0.358,0.000,0.000,31.654,7.7,8.6,11.3,16.4,19.4,17.6,14.6,7.1,2.4,4.3,9.2,9.1,16.3,14.3,12.2,18.9,79.9,n/a,n/a,15.8,17.3
Magna International Inc.,MGA,1.320,1.100,1.000,0.880,0.760,0.640,,0.550,0.500,,0.255,0.045,0.315,0.288,0.380,0.380,0.370,0.340,0.340,0.340,0.300,0.223,10.325,20.0,10.0,13.6,15.8,18.8,16.4,10.0,96.1,466.7,-85.7,9.6,-24.3,0.0,2.7,8.8,0.0,0.0,13.3,34.8,33.0,109.9
Main Street Capital Corp.,MAIN,2.295,2.235,2.175,2.100,1.995,1.860,,1.710,1.560,,1.500,1.500,1.425,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.685,2.7,2.8,3.6,5.3,7.3,8.8,9.6,4.0,0.0,5.3,331.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.6,98.6
Malaga Financial Corp.,MLGF,1.000,0.952,0.857,0.762,0.667,0.571,,0.476,0.381,,0.343,0.305,0.305,0.305,0.274,0.226,0.048,0.000,0.000,0.000,0.000,0.000,7.471,5.0,11.1,12.5,14.3,16.7,20.0,25.0,11.1,12.5,0.0,0.0,11.3,21.1,375.0,n/a,n/a,n/a,n/a,n/a,38.3,97.2
Manhattan Bridge Capital Inc.,LOAN,0.470,0.410,0.360,0.320,0.170,0.030,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.400,0.280,0.250,0.000,0.000,0.000,0.000,2.690,14.6,13.9,12.5,88.2,466.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,42.9,12.0,n/a,n/a,n/a,n/a,68.8,169.1
ManpowerGroup Inc.,MAN,2.020,1.860,1.660,1.600,0.980,0.920,,0.860,0.800,,0.740,0.740,0.740,0.690,0.590,0.470,0.300,0.200,0.200,0.200,0.200,0.200,15.970,8.6,12.0,3.7,63.3,6.5,7.0,7.5,8.1,0.0,0.0,7.2,16.9,25.5,56.7,50.0,0.0,0.0,0.0,0.0,14.4,20.0
Manulife Financial Corporation,MFC,0.910,0.82,0.74,0.66,0.57,0.52,,0.52,0.52,,0.52,0.78,1,0.88,0.525,0.58,0.47,0.39,0.3,0.24,0.2,0,11.145,11.0,10.8,12.1,15.8,9.6,0.0,0.0,0.0,-33.3,-22.0,13.6,67.6,-9.5,23.4,20.5,30.0,25.0,20.0,n/a,10.8,21.6
Marathon Petroleum Corp.,MPC,1.840,1.520,1.360,1.140,0.920,0.770,,0.600,0.225,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.375,21.1,11.8,19.3,23.9,19.5,28.3,166.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41.5,55.4
Marcus Corp.,MCS,0.600,0.500,0.450,0.410,0.370,0.340,,0.340,0.340,,0.340,0.340,0.340,0.340,0.300,0.220,0.220,0.220,0.220,0.220,0.220,0.220,6.550,20.0,11.1,9.8,10.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,5.8,9.6
MarketAxess Holdings Inc.,MKTX,1.680,1.320,1.040,0.800,0.640,0.520,,0.440,0.360,,0.280,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.150,27.3,26.9,30.0,25.0,23.1,18.2,22.2,28.6,300.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.7,91.7
Marquette National Corp.,MNAT,0.640,0.409,0.366,0.312,0.170,0.000,,0.000,0.000,,0.000,0.526,1.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.489,56.6,11.5,17.3,83.3,n/a,n/a,n/a,n/a,-100.0,-50.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.0,68.0
Marriot Vacations Worldwide Corp.,VAC,1.600,1.400,1.200,0.750,0.250,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.200,14.3,16.7,60.0,200.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.7,87.4
Marriott International Inc.,MAR,1.560,1.290,1.150,0.950,0.770,0.640,,0.490,0.376,,0.196,0.082,0.316,0.268,0.225,0.186,0.154,0.138,0.128,0.119,0.112,0.077,9.227,20.9,12.2,21.1,23.4,20.3,30.6,30.5,91.6,139.0,-74.0,17.7,19.3,20.8,21.2,11.9,7.3,7.8,6.2,44.6,24.9,40.2
Marsh & McLennan Companies Inc.,MMC,1.580,1.430,1.300,1.180,1.060,0.960,,0.900,0.860,,0.810,0.800,0.800,0.760,0.680,0.680,1.300,1.180,1.090,1.030,0.960,0.850,20.210,10.5,10.0,10.2,11.3,10.4,6.7,4.7,6.2,1.3,0.0,5.3,11.8,0.0,-47.7,10.2,8.3,5.8,7.3,12.9,4.5,13.2
Masco Corp,MAS,0.435,0.405,0.385,0.365,0.33,0.3,,0.3,0.3,,0.3,0.46,0.925,0.91,0.86,0.78,0.66,0.58,0.545,0.525,0.49,0.45,10.305,7.4,5.2,5.5,10.6,10.0,0.0,0.0,0.0,-34.8,-50.3,1.6,5.8,10.3,18.2,13.8,6.4,3.8,7.1,8.9,1.6,16.4
MasterCard Inc.,MA,1.000,0.880,0.760,0.640,0.440,0.210,,0.105,0.060,,0.060,0.060,0.060,0.054,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.338,13.6,15.8,18.8,45.5,109.5,100.0,75.0,0.0,0.0,0.0,11.1,500.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,74.1,139.7
Materion Corp.,MTRN,0.415,0.395,0.375,0.355,0.335,0.315,,0.225,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.480,0.480,3.615,5.1,5.3,5.6,6.0,6.3,40.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,-50.0,0.0,-9.1,41.1
Matson Inc.,MATX,0.820,0.78,0.74,0.7,0.66,0.62,0.3,0.3,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.920,5.1,5.4,5.7,6.1,6.5,106.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.6,41.2
Matthews International,MATW,0.770,0.700,0.620,0.540,0.460,0.410,,0.370,0.330,,0.290,0.265,0.245,0.225,0.205,0.185,0.165,0.124,0.106,0.101,0.097,0.092,6.300,10.0,12.9,14.8,17.4,12.2,10.8,12.1,13.8,9.4,8.2,8.9,9.8,10.8,12.1,33.1,17.0,5.0,4.1,6.0,12.0,6.2
Maxim Integrated Products,MXIM,1.760,1.380,1.260,1.160,1.080,1.000,,0.920,0.860,,0.820,0.800,0.775,0.688,0.563,0.425,0.340,0.220,0.020,0.000,0.000,0.000,14.070,27.5,9.5,8.6,7.4,8.0,8.7,7.0,4.9,2.5,3.2,12.7,22.2,32.4,25.0,54.5,1000.0,n/a,n/a,n/a,77.1,246.5
