Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Lazard Limited,LAZ,Financials,Capital Markets,11,309,-,-,39.79,4.42,0.4400,4,1.76,B18,0.4100,5-4-18,5-18-18,7.32,7.5 ,8.6 ,12.7 ,15.8 ,0.808 ,0.251,"Bermuda,US$",29.43,6.65,12,5.98,1.45,1.77,4.46,30.60,74.20,-0.17,50.70,4.60,"5,080",0.4,1.34,10.5 ,17.2 ,14.8 ,1.90,1.92,2.01,2.10,2.20,10.14,25.5,1.62 ,18.6,-32.1,5.6,-14.2,,2008,1,7
Limoneira Company,LMNR,Consumer Staples,Food Products,11,317,-,-,22.03,1.36,0.0750,4,0.30,A17,0.0625,12-28-18,1-15-19,20.00,13.6 ,11.6 ,10.8 ,n/a,n/a,1.098,,49.18,36.11,10,0.61,2.41,3.08,1.77,10.50,37.40,49.50,9.80,15.00,399,11.3,0.37,(24.0),12.1 ,68.6 ,0.28,0.30,0.33,0.37,0.40,1.68,7.6,0.96 ,21.9,-34.1,1.5,-11.7,,2009,0,5.1
Lincoln Electric Holdings,LECO,Industrials,Machinery,24,141,N,N,86.44,2.17,0.4700,4,1.88,A12,0.3900,12-28-18,1-15-19,20.51,11.4 ,10.4 ,14.3 ,12.1 ,1.186 ,2.268,,48.21,22.16,12,3.90,1.50,1.78,6.04,23.70,42.30,13.05,6.30,14.75,"5,390",1.2,0.75,(5.7),16.5 ,143.9 ,1.72,1.89,2.08,2.28,2.51,10.48,12.1,1.23 ,19.6,-12.9,6.4,-1.2,,1996,2,9.2
Lindsay Corp.,LNN,Industrials,Machinery,16,213,-,-,85.88,1.44,0.3100,4,1.24,B31,0.3000,8-16-18,8-31-18,3.33,3.4 ,3.5 ,20.0 ,15.5 ,1.295 ,n/a,,64.25,44.50,8,1.93,1.94,1.73,3.34,6.60,-2.40,35.78,-17.30,22.90,928,1.3,0.42,(23.0),21.5 ,157.0 ,1.23,1.36,1.49,1.64,1.80,7.52,8.8,0.36 ,2.8,-21.6,-8.4,-9.6,,2003,1,3.6
Lockheed Martin,LMT,Industrials,Aerospace & Defense,16,219,Y,Y,289.69,3.04,2.2000,4,8.80,C29,2.0000,11-30-18,12-28-18,10.00,9.9 ,10.1 ,11.4 ,16.2 ,0.704 ,1.226,,51.10,16.82,12,17.22,0.37,1.51,87.26,n/a,5.40,11.14,9.30,45.77,"82,360",0.1,15.62,(2.4),14.4 ,707.7 ,8.64,9.51,10.46,11.50,12.65,52.77,18.2,1.00 ,20.1,-20.2,2.9,-6.9,,2003,1,6.9
Lyons Bancorp Inc.,LYBC,Financials,Banks,19,172,-,-,40.01,3.00,0.3000,4,1.20,A15,0.2700,9-27-18,10-15-18,11.11,7.8 ,13.0 ,13.7 ,11.4 ,1.203 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.7 ,n/a,1.14,1.18,1.21,1.25,1.29,6.07,15.2,n/a,n/a,n/a,n/a,n/a,OTC,2001,2,n/a
Magellan Midstream Partners LP,MMP,Energy,"Oil, Gas & Consumable Fuels",19,175,-,-,61.45,6.49,0.9975,4,3.99,B15,0.9775,2-6-19,2-14-19,2.05,7.7 ,9.2 ,12.6 ,10.8 ,1.165 ,0.861,,72.41,11.15,12,5.51,1.44,5.33,5.51,56.10,8.20,-16.95,14.60,7.74,"14,030",0.1,1.68,7.9 ,19.1 ,65.3 ,4.10,4.14,4.47,4.81,5.18,22.71,37.0,0.84 ,13.3,-15.7,2.5,-6.8,,2001,2,16.8
MarketAxess Holdings Inc.,MKTX,Financials,Capital Markets,11,318,-,-,214.77,0.95,0.5100,4,2.04,B28,0.4200,2-12-19,2-27-19,21.43,27.3 ,28.1 ,26.4 ,n/a,n/a,1.271,,44.84,47.20,12,4.55,1.84,19.04,13.71,29.30,25.60,14.49,20.80,25.70,"8,050",3.5,0.00,(19.8),27.4 ,436.3 ,1.85,2.03,2.24,2.46,2.71,11.28,5.3,0.12 ,24.8,-7.2,-0.3,5.7,,2009,0,26.4
Matthews International,MATW,Industrials,Commercial Services & Supplies,24,140,-,-,44.49,1.80,0.2000,4,0.80,C11,0.1900,11-23-18,12-10-18,5.26,10.0 ,12.6 ,13.4 ,12.1 ,1.107 ,2.858,,32.65,18.16,9,2.45,n/a,0.87,1.62,12.70,7.50,8.19,4.70,-10.00,"1,390",2.5,1.11,(2.9),15.2 ,14.3 ,0.83,0.90,0.90,0.91,0.92,4.46,10.0,1.10 ,18.0,-27.4,6.0,-9.7,,1996,2,4.5
Maxim Integrated Products,MXIM,Information Technology,Semiconductors & Semiconductor Equipment,17,190,-,-,54.27,3.39,0.4600,4,1.84,C15,0.4200,8-29-18,9-13-18,9.52,27.5 ,14.9 ,12.0 ,8.5 ,1.400 ,1.119,,68.66,20.25,6,2.68,1.48,5.93,7.89,n/a,26.60,6.54,10.70,13.64,"15,090",0.3,0.78,(4.9),15.4 ,166.5 ,1.94,2.06,2.27,2.50,2.75,11.51,21.2,1.38 ,16.4,-15.7,3.5,-3.8,,2002,1,n/a
McKesson Corp.,MCK,Health Care,Health Care Providers & Services,11,314,Y,Y,128.25,1.22,0.3900,4,1.56,A02,0.3400,8-31-18,10-1-18,14.71,19.5 ,10.7 ,9.9 ,12.9 ,0.768 ,n/a,,n/a,n/a,3,-7.99,n/a,0.12,2.72,1.20,-116.50,5.54,-21.80,5.96,"25,390",0.3,0.97,n/a,11.1 ,n/a,1.42,1.50,1.59,1.69,1.79,8.00,6.2,1.21 ,20.9,-26.3,6.6,-3.0,,2008,1,0.2
Microchip Technology Inc.,MCHP,Information Technology,Semiconductors & Semiconductor Equipment,17,193,-,-,80.37,1.81,0.3645,4,1.46,C06,0.3640,11-20-18,12-5-18,0.14,0.6 ,0.5 ,0.6 ,0.9 ,0.604 ,0.015,,64.23,35.41,3,2.27,2.83,4.08,3.66,0.70,327.10,8.92,38.00,12.50,"18,950",2.2,2.11,(33.0),2.4 ,140.0 ,1.60,1.74,1.92,2.11,2.32,9.69,12.1,1.17 ,32.4,-22.9,9.1,-3.0,,2002,1,0.2
Microsoft Corp.,MSFT,Information Technology,Software,17,194,N,Y,104.43,1.76,0.4600,4,1.84,C14,0.4200,11-14-18,12-13-18,9.52,8.2 ,10.1 ,12.1 ,14.1 ,0.861 ,1.428,FY Streak,43.91,24.92,6,4.19,1.74,6.91,9.32,23.10,19.30,13.28,8.50,14.35,"794,370",0.1,0.94,(11.0),13.9 ,221.3 ,1.89,2.08,2.29,2.52,2.77,11.55,11.1,1.24 ,24.6,-10.1,-0.4,-0.3,,2002,1,7.4
Monro Inc.,MNRO,Consumer Discretionary,Specialty Retail,14,264,-,-,71.66,1.12,0.2000,4,0.80,C12,0.1800,6-1-18,6-14-18,11.11,9.9 ,10.4 ,12.6 ,17.2 ,0.737 ,1.346,,35.40,31.71,3,2.26,1.76,2.02,3.56,11.20,11.60,12.12,9.40,18.00,"2,380",2.4,0.60,(17.9),13.8 ,124.0 ,0.86,0.94,1.04,1.14,1.26,5.24,7.3,0.81 ,42.6,-15.1,-2.9,7.1,,2005,1,5.7
MSC Industrial Direct Co. Inc.,MSM,Industrials,Trading Companies & Distributors,16,217,-,-,83.49,3.02,0.6300,4,2.52,A30,0.5800,11-9-18,11-27-18,8.62,29.5 ,13.3 ,14.0 ,12.0 ,1.164 ,2.225,,54.31,17.99,8,4.64,1.59,1.40,3.37,n/a,25.50,9.43,6.30,11.30,"4,560",0.6,0.38,(1.0),17.0 ,64.2 ,2.61,2.85,3.14,3.45,3.80,15.85,19.0,0.83 ,13.9,-13.6,2.5,-2.3,,2003,1,n/a
Muncy Bank Financial Inc.,MYBF,Financials,Banks,17,191,N,-,32.55,4.06,0.3300,4,1.32,C15,0.3200,9-4-18,9-15-18,3.13,6.6 ,9.1 ,10.2 ,9.0 ,1.135 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.3 ,n/a,1.34,1.38,1.42,1.46,1.51,7.11,21.8,n/a,n/a,n/a,n/a,n/a,OTC,2002,1,n/a
National Bankshares,NKSH,Financials,Banks,19,173,-,-,34.73,3.63,0.6300,2,1.26,JnDe,0.5850,11-23-18,12-3-18,7.69,3.4 ,2.0 ,1.6 ,4.2 ,0.369 ,n/a,,54.08,14.91,12,2.33,n/a,5.61,1.28,7.90,4.80,3.14,-2.50,n/a,239,1.0,0.00,(9.7),5.2 ,(7.9),1.27,1.31,1.35,1.39,1.43,6.74,19.4,0.38 ,3.2,-30.2,-10.3,-21.9,,2001,2,1.2
National Health Investors,NHI,Real Estate,Equity Real Estate Investment Trusts (REITs),16,205,Y,Y,83.26,4.80,1.0000,4,4.00,B10,0.9500,3-29-18,5-10-18,5.26,5.3 ,6.0 ,6.9 ,6.3 ,1.094 ,0.836,,108.11,22.50,12,3.70,2.25,11.96,2.58,11.60,0.10,3.35,8.20,10.00,"3,490",0.4,0.89,(10.8),11.7 ,60.6 ,3.95,4.09,4.50,4.94,5.44,22.92,27.5,0.51 ,32.8,1.3,7.1,11.2,,2003,1,5.9
National Healthcare Corp.,NHC,Health Care,Health Care Providers & Services,15,245,-,-,80.33,2.49,0.5000,4,2.00,C01,0.4800,6-28-18,8-31-18,4.17,5.4 ,9.8 ,9.6 ,8.1 ,1.185 ,1.390,,43.01,17.28,12,4.65,n/a,1.22,1.70,8.80,27.90,n/a,6.90,n/a,"1,200",8.9,0.14,(5.2),12.1 ,14.2 ,2.16,2.22,2.29,2.36,2.43,11.45,14.2,0.32 ,40.9,-5.4,2.3,9.4,,2004,1,5.8
New Jersey Resources,NJR,Utilities,Gas Utilities,23,147,N,N,48.50,2.41,0.2925,4,1.17,A02,0.2725,9-20-18,10-1-18,7.34,7.0 ,6.7 ,6.5 ,7.3 ,0.886 ,0.212,,22.16,9.19,9,5.28,1.53,1.50,3.02,16.40,245.10,7.33,30.70,6.00,"4,370",1.1,1.03,(0.3),8.9 ,11.0 ,1.22,1.31,1.39,1.47,1.56,6.95,14.3,0.34 ,36.4,-6.4,2.6,6.7,,1996,2,5.7
NewMarket Corp.,NEU,Materials,Chemicals,13,280,-,-,401.09,1.75,1.7500,4,7.00,A03,1.6000,3-13-17,4-3-17,9.38,2.2 ,7.7 ,15.2 ,24.2 ,0.628 ,13.819,2018 = Year 13,40.63,23.28,12,17.23,3.02,1.97,8.11,29.60,-8.90,n/a,1.10,7.70,"4,540",1.5,1.45,(6.3),16.9 ,189.7 ,7.07,7.28,7.84,8.45,9.10,39.74,9.9,0.56 ,13.7,-8.4,-0.2,1.4,,2006,1,9.9
NextEra Energy Inc.,NEE,Utilities,Electric Utilities,24,133,N,N,178.98,2.48,1.1100,4,4.44,C15,0.9825,2-26-18,3-15-18,12.98,13.0 ,13.0 ,11.0 ,9.6 ,1.145 ,1.074,,34.69,13.98,12,12.80,1.65,5.41,2.50,25.70,18.50,7.72,10.20,8.47,"88,530",0.1,0.95,(0.5),13.4 ,24.6 ,4.88,5.26,5.71,6.19,6.71,28.76,16.1,0.27 ,23.4,-2.8,1.4,5.4,,1995,2,8.5
Nike Inc.,NKE,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",17,196,Y,Y,81.88,1.07,0.2200,4,0.88,A02,0.2000,11-30-18,1-2-19,10.00,11.1 ,12.6 ,13.8 ,13.0 ,1.055 ,1.118,,34.24,31.86,5,2.57,2.25,3.38,14.83,23.10,-4.60,18.36,12.30,14.18,"128,590",1.1,0.40,(17.0),14.8 ,358.2 ,0.81,0.89,0.98,1.08,1.18,4.93,6.0,0.67 ,31.9,-4.8,9.3,8.0,,2003,1,9.6
Northeast Indiana Bancorp,NIDB,Financials,Thrifts & Mortgage Finance,24,139,-,-,36.30,2.75,0.2500,4,1.00,B21,0.2400,11-5-18,11-20-18,4.17,7.8 ,6.2 ,4.9 ,3.9 ,1.239 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.6 ,n/a,1.00,1.03,1.06,1.09,1.12,5.30,14.6,n/a,n/a,n/a,n/a,n/a,OTC,1996,2,n/a
Northrop Grumman,NOC,Industrials,Aerospace & Defense,15,242,N,N,275.55,1.74,1.2000,4,4.80,C21,1.1000,6-1-18,6-20-18,9.09,20.5 ,14.9 ,14.6 ,12.7 ,1.146 ,1.313,,27.59,15.84,12,17.40,0.65,1.68,5.27,34.20,8.10,3.43,11.10,24.24,"47,970",0.1,1.58,0.5 ,16.3 ,92.6 ,5.08,5.25,5.78,6.36,6.99,29.47,10.7,0.86 ,23.2,-23.6,6.5,-7.4,,2004,1,7.6
Northwest Bancshares Inc.,NWBI,Financials,Thrifts & Mortgage Finance,10,335,N,N,17.64,4.08,0.1800,4,0.72,B15,0.1700,1-31-19,2-14-19,5.88,6.3 ,6.7 ,6.3 ,5.7 ,1.115 ,1.094,,70.59,17.29,12,1.02,2.47,4.88,1.46,7.90,80.60,1.30,5.80,7.00,"1,830",0.3,0.23,(6.9),10.4 ,5.9 ,0.75,0.76,0.81,0.87,0.93,4.11,23.3,0.69 ,13.8,-5.0,1.9,1.4,,2010,0,1
NorthWestern Corp.,NWE,Utilities,Multi-Utilities,14,260,N,N,63.91,3.44,0.5500,4,2.20,C30,0.5250,3-14-18,3-30-18,4.76,4.8 ,4.6 ,7.7 ,5.2 ,1.464 ,1.633,,56.12,16.30,12,3.92,6.30,2.65,1.69,9.60,-1.60,0.98,4.70,2.59,"3,250",0.6,1.07,(5.2),11.1 ,10.7 ,2.22,2.24,2.30,2.36,2.42,11.55,18.1,0.32 ,27.8,-2.8,3.1,8.7,,2005,1,3.3
Norwood Financial,NWFL,Financials,Banks,21,160,N,N,29.32,3.27,0.2400,4,0.96,B01,0.2200,1-14-19,2-1-19,9.09,1.5 ,2.4 ,2.9 ,3.8 ,0.766 ,0.970,,44.04,13.45,12,2.18,n/a,4.29,1.57,8.40,55.90,n/a,3.00,n/a,182,4.4,0.00,(7.3),6.2 ,(3.1),0.97,1.00,1.03,1.06,1.09,5.14,17.5,0.26 ,4.4,-27.8,-10.0,-15.5,,2000,2,0.9
Nu Skin Enterprises Inc.,NUS,Consumer Staples,Personal Products,18,176,-,-,65.65,2.22,0.3650,4,1.46,C14,0.3600,2-23-18,3-14-18,1.39,1.4 ,1.4 ,4.0 ,12.7 ,0.314 ,n/a,,40.00,17.99,12,3.65,2.07,1.37,4.39,20.10,26.60,14.02,-1.70,8.70,"3,640",0.5,0.54,(11.8),6.2 ,87.3 ,1.61,1.77,1.92,2.09,2.27,9.65,14.7,0.67 ,17.0,-26.0,4.2,-10.8,,2001,2,9.2
Occidental Petroleum,OXY,Energy,"Oil, Gas & Consumable Fuels",15,248,N,N,66.78,4.67,0.7800,4,3.12,A16,0.7700,9-7-18,10-15-18,1.30,1.3 ,1.7 ,5.4 ,10.2 ,0.529 ,n/a,,61.30,13.12,12,5.09,0.24,3.04,2.37,18.70,228.90,-28.29,-18.60,54.43,"50,870",0.3,0.48,(3.0),10.1 ,17.6 ,3.40,3.43,3.78,4.15,4.57,19.33,28.9,0.90 ,17.5,-23.8,1.2,-12.4,,2004,1,9
OGE Energy Corp.,OGE,Utilities,Electric Utilities,12,299,N,N,40.95,3.57,0.3650,4,1.46,A30,0.3325,10-9-18,10-30-18,9.77,9.9 ,10.0 ,10.3 ,7.0 ,1.478 ,12.861,,69.52,19.50,12,2.10,n/a,3.69,2.03,10.90,10.50,3.58,0.80,-2.25,"8,340",0.2,0.78,(5.6),13.9 ,32.6 ,1.50,1.55,1.57,1.58,1.60,7.80,19.1,0.57 ,38.4,-2.0,2.9,11.6,,2007,1,4
Oil-Dri Corp. of America,ODC,Consumer Staples,Household Products,16,212,-,-,26.54,3.62,0.2400,4,0.96,C01,0.2300,8-16-18,8-31-18,4.35,4.4 ,4.7 ,4.9 ,5.7 ,0.860 ,n/a,,69.57,19.23,7,1.38,n/a,0.74,1.44,4.60,13.30,n/a,-4.30,n/a,198,4.2,0.05,(10.7),8.5 ,10.9 ,1.03,1.07,1.10,1.13,1.16,5.49,20.7,0.96 ,9.4,-43.2,-4.6,-26.9,,2003,1,3
Omega Healthcare Investors,OHI,Real Estate,Equity Real Estate Investment Trusts (REITs),16,201,N,N,40.19,6.57,0.6600,4,2.64,B15,0.6500,1-30-18,2-15-18,1.54,3.9 ,6.6 ,7.3 ,8.3 ,0.875 ,n/a,,195.56,29.77,12,1.35,1.88,9.05,2.33,8.00,-73.30,13.64,-15.40,15.80,"8,000",0.6,1.33,(15.9),13.8 ,75.6 ,2.67,2.93,3.23,3.55,3.90,16.28,40.5,0.43 ,61.4,0.9,9.7,23.6,,2003,1,3.2
ONEOK Inc.,OKE,Energy,"Oil, Gas & Consumable Fuels",17,199,N,N,64.21,5.36,0.8600,4,3.44,B15,0.8550,1-25-19,2-14-19,0.58,19.3 ,10.1 ,20.2 ,16.9 ,1.197 ,4.302,,132.31,24.70,12,2.60,0.66,2.00,3.98,14.40,5.70,1.52,4.70,37.29,"26,500",0.3,1.35,0.9 ,25.6 ,109.0 ,3.43,3.48,3.83,4.21,4.63,19.59,30.5,1.13 ,27.8,-10.8,8.3,-1.1,,2003,1,5.4
Oracle Corp.,ORCL,Information Technology,Software,10,319,-,-,50.23,1.51,0.1900,4,0.76,A26,0.1500,4-10-17,4-26-17,26.67,5.6 ,10.1 ,12.6 ,n/a,n/a,5.247,2018 = Year 10,28.46,18.81,5,2.67,1.88,4.48,6.11,9.80,15.00,7.61,2.40,10.03,"178,100",31.6,1.90,(4.7),14.1 ,126.0 ,0.84,0.90,0.99,1.09,1.20,5.01,10.0,1.07 ,18.5,-6.1,5.6,5.3,,2010,0,3
Perrigo Company plc,PRGO,Health Care,Pharmaceuticals,16,203,-,-,46.45,1.64,0.1900,4,0.76,C20,0.1600,3-1-18,3-20-18,18.75,18.8 ,15.0 ,16.1 ,14.0 ,1.151 ,n/a,"Ireland,US$",79.17,48.39,6,0.96,9.64,1.32,1.13,2.10,103.40,1.25,-27.40,5.00,"6,380",0.1,0.58,(30.6),17.8 ,55.9 ,0.84,0.85,0.89,0.93,0.98,4.48,9.7,1.26 ,28.0,-49.7,-9.5,-32.3,,2003,1,1.1
PetMed Express Inc.,PETS,Consumer Discretionary,Internet & Direct Marketing Retail,10,321,-,-,23.68,4.56,0.2700,4,1.08,B16,0.2500,8-2-18,8-10-18,8.00,31.6 ,13.6 ,10.2 ,n/a,n/a,0.694,,53.73,11.78,3,2.01,1.59,1.68,3.74,33.90,45.70,-0.50,14.70,7.39,482,1.6,0.00,3.0 ,14.8 ,39.9 ,1.14,1.16,1.24,1.33,1.43,6.30,26.6,0.49 ,16.9,-51.0,0.4,-27.9,,2009,0,28.4
Philip Morris International,PM,Consumer Staples,Tobacco,11,312,Y,Y,76.72,5.94,1.1400,4,4.56,C12,1.0700,6-21-18,7-11-18,6.54,5.5 ,3.2 ,4.8 ,16.0 ,0.302 ,n/a,,85.55,14.39,12,5.33,2.40,3.92,n/a,-55.60,9.50,5.30,-1.00,5.99,"119,300",0.2,n/a,(3.6),10.8 ,n/a,4.84,5.10,5.40,5.73,6.07,27.13,35.4,0.89 ,18.6,-30.2,0.5,-5.7,,2008,1,16.1
Polaris Industries,PII,Consumer Discretionary,Leisure Products,23,143,N,N,83.88,2.86,0.6000,4,2.40,C15,0.5800,2-28-18,3-15-18,3.45,3.4 ,4.2 ,7.4 ,12.2 ,0.607 ,n/a,,46.88,16.38,12,5.12,1.09,0.87,5.81,29.90,8.70,5.95,-4.20,15.00,"5,140",0.9,2.08,(6.1),10.3 ,105.7 ,2.61,2.76,3.04,3.34,3.68,15.44,18.4,1.16 ,19.4,-36.1,-1.3,-18.8,,1996,2,8
Portland General Electric Co.,POR,Utilities,Electric Utilities,13,288,-,-,48.32,3.00,0.3625,4,1.45,A16,0.3400,6-22-18,7-16-18,6.62,6.4 ,6.6 ,5.2 ,3.9 ,1.342 ,1.240,,58.23,19.41,12,2.49,3.85,2.20,1.73,8.40,5.60,4.00,4.20,5.05,"4,350",0.6,0.98,(11.2),8.2 ,22.2 ,1.48,1.54,1.62,1.70,1.79,8.14,16.8,0.28 ,23.8,-4.1,2.9,7.8,,2006,1,2.6
PPL Corp.,PPL,Utilities,Electric Utilities,17,183,N,N,31.32,5.24,0.4100,4,1.64,A02,0.3950,3-8-18,4-2-18,3.80,3.8 ,2.8 ,3.5 ,2.7 ,1.317 ,n/a,,63.32,12.09,12,2.59,3.37,2.91,1.87,13.30,-24.60,3.34,-3.60,3.59,"22,640",0.2,1.85,(3.3),8.8 ,0.3 ,1.64,1.70,1.76,1.82,1.89,8.80,28.1,0.58 ,23.8,-3.5,4.8,7.2,,2002,1,3.5
Principal Financial Group Inc.,PFG,Financials,Insurance,10,326,-,-,50.07,4.31,0.5400,4,2.16,C29,0.5300,11-30-18,12-28-18,1.89,12.3 ,11.9 ,16.5 ,16.7 ,0.989 ,0.925,,40.37,9.36,12,5.35,1.34,1.04,1.22,17.80,30.00,-1.12,17.80,6.99,"14,260",0.4,0.28,11.4 ,20.8 ,(28.8),2.31,2.33,2.50,2.67,2.86,12.67,25.3,1.48 ,23.9,-27.5,8.1,-6.2,,2009,0,0.8
Prosperity Bancshares,PB,Financials,Banks,20,164,N,N,71.14,2.31,0.4100,4,1.64,A02,0.3600,12-13-18,1-2-18,13.89,5.9 ,9.7 ,10.9 ,11.2 ,0.973 ,2.715,,37.27,16.17,12,4.40,1.77,6.97,1.24,7.80,0.00,5.42,4.00,9.12,"4,960",1.9,0.00,(3.0),13.2 ,(5.6),1.44,1.52,1.66,1.81,1.97,8.39,11.8,1.39 ,24.8,-10.2,7.1,1.6,,2000,2,1.4
Prudential Financial Inc.,PRU,Financials,Insurance,10,320,-,-,92.14,3.91,0.9000,4,3.60,C15,0.7500,2-20-18,3-15-18,20.00,20.0 ,13.8 ,15.8 ,20.0 ,0.788 ,0.262,,39.47,10.10,12,9.12,1.16,0.63,0.82,13.80,15.90,6.08,60.30,8.73,"38,350",0.1,0.44,9.6 ,19.7 ,(39.3),3.96,4.20,4.57,4.97,5.40,23.09,25.1,1.41 ,21.9,-24.5,5.7,-4.1,,2009,0,0.8
Quaint Oak Bancorp Inc.,QNTO,Financials,Thrifts & Mortgage Finance,11,308,-,-,12.15,2.30,0.0700,4,0.28,B07,0.0500,4-20-18,5-7-18,40.00,36.8 ,23.5 ,22.3 ,21.4 ,1.044 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.6 ,n/a,0.27,0.28,0.28,0.29,0.30,1.42,11.7,n/a,n/a,n/a,n/a,n/a,OTC,2008,1,n/a
Quaker Chemical Corp.,KWR,Materials,Chemicals,11,313,N,N,204.46,0.72,0.3700,4,1.48,A31,0.3550,7-16-18,7-31-18,4.23,3.6 ,5.4 ,7.9 ,4.8 ,1.643 ,n/a,,42.53,58.75,12,3.48,4.61,3.13,6.29,9.90,-59.80,20.42,-12.50,12.75,"2,710",1.5,0.12,(50.1),8.7 ,305.3 ,1.46,1.61,1.77,1.95,2.14,8.94,4.4,1.40 ,48.2,-5.8,7.4,16.0,,2008,1,5.7
Qualcomm Inc.,QCOM,Information Technology,Semiconductors & Semiconductor Equipment,16,209,N,Y,49.52,5.01,0.6200,4,2.48,C20,0.5700,5-29-18,6-20-18,8.77,8.5 ,9.3 ,13.3 ,14.6 ,0.911 ,n/a,,n/a,n/a,9,-3.02,n/a,2.62,75.03,-27.10,-282.80,14.91,-22.60,10.73,"59,450",0.2,17.64,n/a,18.3 ,n/a,2.45,2.70,2.97,3.27,3.59,14.98,30.3,1.33 ,2.0,-35.3,-11.1,-18.1,,2003,1,-8.7
Raytheon Company,RTN,Industrials,Aerospace & Defense,14,262,N,N,164.76,2.11,0.8675,4,3.47,B10,0.7975,4-10-18,5-10-18,8.78,8.8 ,9.1 ,9.6 ,12.0 ,0.800 ,1.627,,37.84,17.97,12,9.17,0.71,1.78,4.16,23.50,-0.40,16.50,5.90,25.48,"47,070",0.1,0.45,(6.3),11.7 ,82.3 ,3.43,3.78,4.16,4.57,5.03,20.96,12.7,0.99 ,14.2,-28.3,-0.1,-14.0,,2005,1,8.1
Regal Beloit Corp.,RBC,Industrials,Electrical Equipment,14,266,-,-,76.76,1.46,0.2800,4,1.12,A13,0.2600,6-28-18,7-13-18,7.69,8.0 ,6.3 ,6.7 ,5.7 ,1.178 ,22.416,,21.92,15.02,12,5.11,1.38,0.93,1.43,9.70,4.50,9.70,0.30,10.90,"3,330",0.2,0.55,(6.8),8.2 ,(2.3),1.13,1.24,1.36,1.50,1.65,6.87,9.0,1.53 ,16.2,-11.5,4.2,-2.2,,2005,1,5
Reinsurance Group of America Inc.,RGA,Financials,Insurance,10,323,-,-,144.45,1.66,0.6000,4,2.40,B29,0.5000,8-6-18,8-28-18,20.00,20.9 ,16.3 ,15.3 ,37.7 ,0.406 ,2.154,,21.54,12.97,12,11.14,1.27,0.70,1.07,20.40,11.10,10.08,7.10,10.22,"9,000",0.2,0.41,4.0 ,17.0 ,(21.5),2.42,2.66,2.93,3.22,3.54,14.77,10.2,0.71 ,13.0,-11.4,0.7,0.4,,2009,0,3
RenaissanceRe Holdings,RNR,Financials,Insurance,23,144,-,-,138.03,0.96,0.3300,4,1.32,C29,0.3200,3-14-18,3-29-18,3.13,3.1 ,3.2 ,3.3 ,3.7 ,0.909 ,n/a,"ADR-Berm,US$",16.73,17.49,12,7.89,1.75,2.77,1.29,6.70,-145.50,69.68,-19.60,10.00,"5,570",1.1,0.23,(13.2),4.3 ,0.2 ,1.33,1.47,1.61,1.77,1.95,8.14,5.9,0.49 ,17.6,-3.2,4.8,6.6,,1996,2,1.7
Republic Bancorp KY,RBCAA,Financials,Banks,21,162,N,Y,41.69,2.53,0.2640,4,1.06,A20,0.2420,3-14-19,4-19-19,9.09,10.3 ,7.1 ,6.8 ,7.2 ,0.942 ,n/a,,31.06,12.26,12,3.40,1.23,2.95,1.29,10.00,12.90,6.11,-15.30,10.00,737,2.5,0.06,(3.0),9.3 ,(16.2),1.04,1.10,1.21,1.34,1.47,6.17,14.8,0.51 ,18.5,-17.8,2.0,-6.6,,1999,2,1.3
Republic Services Inc.,RSG,Industrials,Commercial Services & Supplies,16,216,-,-,76.71,1.96,0.3750,4,1.50,A16,0.3450,9-28-18,10-15-18,8.70,8.0 ,7.3 ,7.9 ,7.3 ,1.086 ,0.866,,53.00,27.11,12,2.83,1.72,2.48,3.15,17.70,35.10,6.39,9.10,15.75,"24,970",0.1,1.04,(17.3),9.8 ,94.8 ,1.55,1.65,1.82,2.00,2.20,9.21,12.0,0.61 ,27.3,-2.3,2.8,7.2,,2003,1,6.6
RGC Resources Inc.,RGCO,Utilities,Gas Utilities,16,225,N,N,28.13,2.35,0.1650,4,0.66,B01,0.1550,1-14-19,2-1-19,6.45,6.9 ,6.5 ,5.3 ,4.1 ,1.295 ,0.553,,66.00,28.13,9,1.00,n/a,3.54,2.83,9.70,10.60,6.31,9.50,n/a,232,5.9,0.00,(20.5),7.6 ,88.1 ,0.68,0.73,0.75,0.77,0.79,3.72,13.2,(0.29),26.9,-10.2,-1.6,1.2,,2004,1,3.5
