Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Community West Bancshares,CWBC,Financials,Banks,5,812,-,-,10.10,1.98,0.0500,4,0.20,B31,0.0400,5-10-18,5-31-18,25.00,29.0 ,22.1 ,n/a,5.2 ,n/a,n/a,,22.22,11.22,12,0.90,n/a,2.03,1.10,7.80,16.80,n/a,49.20,n/a,84,11.7,0.04,n/a,n/a,(25.9),0.22,0.23,0.23,0.24,0.25,1.17,11.6,0.49 ,7.0,-22.0,-2.7,-11.4,,2014,0,0.7
Consolidated-Tomoka Land Co.,CTO,Real Estate,Real Estate Management & Development,7,668,-,-,61.07,0.65,0.1,4,0.40,B28,0.08,2-7-19,2-28-19,25.00,50.0 ,50.0 ,35.1 ,(3.9),n/a,0.316,,8.06,12.31,12,4.96,n/a,4.56,1.63,25.10,22.60,56.43,111.190 ,n/a,340.16,1,0.86,23.4 ,35.8 ,(5.6),0.30,0.33,0.34,0.35,0.36,1.66,2.7,1.13,24.05,-10.15,7.68,1.59,,2013,0,10.4
Core-Mark Holding Company,CORE,Consumer Discretionary,Distributors,8,549,-,-,27.88,1.58,0.1100,4,0.44,C22,0.1000,11-19-18,12-14-18,10.00,10.8 ,14.2 ,15.7 ,n/a,n/a,n/a,,68.75,43.56,12,0.64,12.08,0.08,2.26,8.00,-65.10,7.00,-11.00,3.60,"1,280",0.7,0.73,(26.3),17.3 ,109.2 ,0.41,0.44,0.46,0.48,0.49,2.28,8.2,0.79 ,63.0,-30.5,5.7,2.2,,2012,0,2.6
Corning Inc.,GLW,Information Technology,"Electronic Equipment, Instruments & Components",8,468,-,-,33.26,2.16,0.1800,4,0.72,C29,0.1550,2-27-18,3-29-18,16.13,16.1 ,14.5 ,13.0 ,13.7 ,0.955 ,n/a,,n/a,n/a,12,-0.83,n/a,2.46,2.31,-6.00,-117.50,16.11,-20.30,12.40,"26,770",0.1,0.46,n/a,15.2 ,n/a,0.73,0.80,0.88,0.97,1.06,4.44,13.3,1.13 ,27.4,-9.0,8.3,8.1,,2011,0,-2.8
Cortland Bancorp,CLDB,Financials,Banks,7,584,-,-,20.50,2.15,0.1100,4,0.44,C01,0.0800,2-7-18,3-1-18,37.50,37.5 ,22.4 ,29.7 ,(6.5),n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.8 ,n/a,0.45,0.47,0.48,0.50,0.51,2.41,11.7,n/a,n/a,n/a,n/a,n/a,OTC,2012,0,n/a
Crown Castle International Corp,CCI,Real Estate,Equity Real Estate Investment Trusts (REITs),5,858,-,-,117.06,3.84,1.1250,4,4.50,C30,1.0500,12-13-18,12-31-18,7.14,9.6 ,8.5 ,n/a,n/a,n/a,n/a,,333.33,86.71,12,1.35,4.06,8.96,3.95,3.10,10.70,11.79,10.50,21.40,48580.00,0.1,1.34,n/a,n/a,290.2 ,4.70,5.17,5.69,6.26,6.88,28.71,24.5,0.43 ,18.4,-0.5,5.9,7.9,,2014,0,1.2
CSG Systems International Inc.,CSGS,Information Technology,IT Services,6,703,-,-,36.19,2.32,0.2100,4,0.84,C29,0.1975,3-13-18,3-29-18,6.33,6.3 ,6.3 ,13.3 ,n/a,n/a,2.557,,44.21,19.05,12,1.90,n/a,1.43,3.28,17.10,1.70,9.74,5.20,-5.00,"1,190",1.6,1.01,(3.4),15.6 ,66.6 ,0.85,0.94,0.95,0.96,0.97,4.66,12.9,0.99 ,19.1,-25.9,7.0,-5.4,,2013,0,6.5
CubeSmart,CUBE,Real Estate,Equity Real Estate Investment Trusts (REITs),9,417,-,-,30.95,4.14,0.3200,4,1.28,A16,0.3000,12-31-18,1-15-19,6.67,11.1 ,23.3 ,22.2 ,5.2 ,4.240 ,0.492,,152.38,36.85,12,0.84,6.12,9.80,3.40,9.40,66.20,1.53,45.20,6.00,"5,760",0.4,0.97,(10.5),26.4 ,136.0 ,1.32,1.34,1.42,1.51,1.60,7.18,23.2,0.29 ,22.7,-6.7,3.5,3.3,,2011,0,4.3
Culp Inc.,CULP,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",8,560,-,-,19.10,2.09,0.1000,4,0.40,A16,0.0900,12-31-18,1-16-19,11.11,12.5 ,14.5 ,20.8 ,n/a,n/a,69.304,,36.36,17.36,4,1.10,1.93,0.76,1.47,9.90,-16.50,23.92,0.30,9.00,237,3.1,0.00,5.5 ,22.9 ,6.5 ,0.36,0.40,0.44,0.48,0.52,2.19,11.5,0.18 ,6.2,-40.4,-3.2,-22.1,,2012,0,7.2
CyrusOne Inc.,CONE,Real Estate,Equity Real Estate Investment Trusts (REITs),6,710,-,-,54.20,3.39,0.4600,4,1.84,A13,0.4200,3-28-18,4-13-18,9.52,9.8 ,15.9 ,30.3 ,n/a,n/a,15.129,,165.77,48.83,12,1.11,2.15,7.39,2.39,5.70,-490.60,-90.84,2.00,22.60,"5,770",0.9,1.22,(15.2),33.7 ,127.7 ,1.82,1.84,2.02,2.22,2.44,10.34,19.1,0.91 ,24.6,-21.5,0.8,-7.2,,2013,0,2.3
D.R. Horton Inc,DHI,Consumer Discretionary,Household Durables,5,852,-,-,38.45,1.56,0.1500,4,0.60,C15,0.1250,11-23-18,12-10-18,20.00,23.5 ,25.2 ,n/a,4.5 ,n/a,n/a,,14.67,9.40,9,4.09,0.80,0.92,1.61,15.50,49.30,8.49,26.40,11.71,"14,860",6.5,0.36,n/a,n/a,(18.0),0.58,0.63,0.69,0.76,0.83,3.49,9.1,1.24 ,18.7,-25.0,5.8,-4.9,,2014,0,9.7
Danaher Corp.,DHR,Health Care,Health Care Equipment & Supplies,5,806,-,-,110.92,0.58,0.1600,4,0.64,A27,0.1400,3-28-18,4-27-18,14.29,13.8 ,19.4 ,60.9 ,33.5 ,1.818 ,38.071,,16.41,28.44,12,3.90,3.36,3.95,2.81,10.20,13.70,6.74,1.60,8.48,"77,540",0.4,0.38,33.0 ,61.5 ,88.5 ,0.68,0.73,0.79,0.86,0.93,3.99,3.6,0.98 ,20.8,0.1,7.4,8.4,,2014,0,5.8
Delek Logistics Partners LP,DKL,Energy,"Oil, Gas & Consumable Fuels",7,655,-,-,30.20,10.73,0.8100,4,3.24,B15,0.7900,2-1-19,2-12-19,2.53,8.8 ,12.0 ,16.6 ,n/a,n/a,0.558,,122.73,11.44,12,2.64,0.57,1.12,4.26,37.10,0.70,11.38,29.70,20.23,729,0.5,4.49,15.9 ,27.3 ,47.2 ,3.06,3.36,3.70,4.07,4.47,18.66,61.8,1.05 ,14.0,-14.9,1.0,0.2,,2013,0,10.5
Delta Air Lines Inc.,DAL,Industrials,Airlines,6,732,Y,Y,49.43,2.83,0.3500,4,1.40,C13,0.3050,7-25-18,8-13-18,14.75,29.1 ,42.8 ,61.3 ,n/a,n/a,1.846,,24.43,8.63,12,5.73,0.60,0.76,2.47,23.50,-14.10,6.73,33.20,14.33,"33,880",0.1,0.68,55.5 ,64.1 ,(2.7),1.32,1.41,1.55,1.71,1.88,7.88,15.9,1.13 ,9.7,-19.4,-5.1,-8.0,,2013,0,5.5
Dentsply Sirona Inc.,XRAY,Health Care,Health Care Equipment & Supplies,7,576,-,-,41.95,0.83,0.0875,4,0.35,A13,0.0775,3-29-17,4-13-17,12.90,2.9 ,7.2 ,7.6 ,6.9 ,1.107 ,n/a,2018 = Year 7,n/a,n/a,12,-7.27,n/a,2.32,1.81,-28.20,-443.80,11.23,-38.30,-0.29,"9,330",0.2,0.34,n/a,8.4 ,n/a,0.35,0.39,0.39,0.40,0.40,1.93,4.6,1.04 ,23.6,-31.8,9.9,2.0,,2013,0,-17.4
Diamond Hill Investment Group Inc.,DHIL,Financials,Capital Markets,5,848,-,-,155.00,5.16,8.0000,1,8.00,Dec,7.0000,11-30-18,12-3-18,14.29,14.3 ,17.0 ,21.7 ,(2.2),n/a,0.930,,48.31,9.36,12,16.56,n/a,3.62,2.44,27.40,15.00,n/a,23.30,n/a,539,2.2,0.00,17.5 ,26.8 ,0.7 ,8.80,9.06,9.34,9.62,9.90,46.72,30.1,0.73 ,11.1,-24.8,-1.3,-10.2,,2014,0,18.2
Dillard's Inc.,DDS,Consumer Discretionary,Multiline Retail,8,449,-,-,66.79,0.60,0.1000,4,0.40,A30,0.0700,9-28-17,10-30-17,42.86,29.0 ,17.0 ,13.8 ,9.6 ,1.433 ,n/a,2018 = Year 8,6.86,11.46,1,5.83,2.11,0.26,1.12,14.50,-1.00,-2.70,-6.60,5.42,"1,680",15.6,0.47,2.9 ,14.4 ,(24.5),0.40,0.41,0.43,0.45,0.48,2.17,3.3,0.86 ,19.9,-32.4,4.2,-11.9,,2012,0,6.5
Discover Financial Services,DFS,Financials,Consumer Finance,8,527,N,Y,67.49,2.37,0.4000,4,1.60,C07,0.3500,8-22-18,9-6-18,14.29,15.4 ,11.6 ,15.2 ,20.1 ,0.755 ,0.196,,19.75,8.33,12,8.10,0.49,2.18,2.20,21.80,3.00,9.44,77.50,17.06,"23,010",0.6,2.58,9.2 ,17.5 ,(9.7),1.55,1.69,1.86,2.05,2.25,9.39,13.9,1.59 ,24.2,-17.0,4.8,-6.0,,2011,0,2.2
Dolby Laboratories Inc,DLB,Information Technology,"Electronic Equipment, Instruments & Components",5,840,-,-,64.63,1.18,0.1900,4,0.76,B15,0.1600,11-2-18,11-14-18,18.75,15.5 ,16.8 ,n/a,n/a,n/a,n/a,,47.50,40.39,12,1.60,2.53,5.62,3.05,5.70,-17.80,15.64,-2.70,16.00,"6,580",0.7,0.00,n/a,n/a,134.0 ,0.68,0.74,0.82,0.90,0.99,4.13,6.4,0.87 ,11.1,-10.3,-0.4,-1.7,,2014,0,4.7
Domino's Pizza Inc.,DPZ,Consumer Discretionary,"Hotels, Restaurants & Leisure",6,706,Y,Y,283.73,0.78,0.5500,4,2.20,C30,0.4600,3-14-18,3-30-18,19.57,19.6 ,21.1 ,22.4 ,n/a,n/a,0.893,,27.92,36.01,12,7.88,1.73,3.64,n/a,-12.00,35.60,12.90,25.10,20.80,"11,800",0.2,n/a,(12.8),23.2 ,n/a,2.42,2.66,2.93,3.22,3.54,14.77,5.2,0.64 ,42.9,-7.1,10.6,6.1,,2013,0,39.3
Domtar Corp.,UFS,Materials,Paper & Forest Products,9,365,-,-,46.90,3.71,0.4350,4,1.74,A15,0.4150,3-30-18,4-15-18,4.82,4.8 ,3.4 ,10.6 ,n/a,n/a,n/a,"Canada, US$",n/a,n/a,12,-5.24,n/a,0.55,1.16,-7.60,-410.90,4.78,-36.10,5.00,"2,950",0.1,0.43,n/a,14.3 ,n/a,1.76,1.84,1.93,2.03,2.13,9.69,20.7,1.93 ,38.7,-13.9,14.3,0.8,,2010,0,-3.7
Douglas Dynamics Inc.,PLOW,Industrials,Machinery,9,363,Y,Y,35.40,2.99,0.2650,4,1.06,C30,0.2400,3-21-18,3-30-18,10.42,10.4 ,6.0 ,4.9 ,n/a,n/a,0.074,,28.12,9.39,12,3.77,0.63,1.57,2.93,10.20,99.40,3.15,66.00,15.00,801,1.2,1.14,(1.5),7.9 ,10.6 ,1.17,1.20,1.32,1.46,1.60,6.75,19.1,0.79 ,5.6,-28.5,-1.7,-17.4,,2010,0,4
Douglas Emmett Inc.,DEI,Real Estate,Equity Real Estate Investment Trusts (REITs),9,418,-,-,37.83,2.75,0.2600,4,1.04,A15,0.2500,12-28-18,1-15-19,4.00,8.7 ,6.0 ,6.8 ,3.1 ,2.196 ,0.232,,148.57,54.04,12,0.70,6.74,7.32,2.62,4.90,5.00,10.41,29.30,8.00,"6,330",5.8,1.68,(44.5),9.5 ,150.9 ,1.05,1.16,1.25,1.35,1.45,6.25,16.5,0.78 ,17.1,-7.4,7.0,1.1,,2011,0,1.4
Dunkin' Brands Group Inc.,DNKN,Consumer Discretionary,"Hotels, Restaurants & Leisure",7,586,-,-,68.39,2.03,0.3475,4,1.39,C21,0.3225,3-9-18,3-21-18,7.75,7.8 ,9.5 ,12.8 ,n/a,n/a,0.665,,52.65,25.91,12,2.64,1.96,4.72,n/a,-55.80,6.50,5.36,19.30,13.20,"5,800",0.2,n/a,(11.0),14.9 ,n/a,1.48,1.56,1.72,1.89,2.08,8.72,12.7,0.55 ,20.5,-11.3,-0.9,-1.7,,2012,0,10.8
EastGroup Properties Inc.,EGP,Real Estate,Equity Real Estate Investment Trusts (REITs),7,629,-,-,103.46,2.78,0.7200,4,2.88,C29,0.6400,9-27-18,10-15-18,12.50,4.8 ,4.1 ,4.3 ,2.4 ,1.778 ,0.191,,115.20,41.38,12,2.50,5.38,12.48,4.26,10.80,-16.50,-11.16,22.40,7.70,"3,670",0.9,1.26,(34.3),7.1 ,179.9 ,2.67,2.69,2.90,3.12,3.36,14.75,14.3,0.82 ,33.1,-0.8,6.8,9.0,,2012,0,4.4
Eastman Chemical Co.,EMN,Materials,Chemicals,9,410,Y,Y,80.62,3.08,0.6200,4,2.48,A05,0.5600,12-14-18,1-4-19,10.71,9.8 ,11.9 ,13.3 ,9.8 ,1.358 ,0.678,,29.77,9.68,12,8.33,0.98,1.12,1.91,27.20,24.30,7.66,19.60,9.84,"11,340",0.2,1.12,6.7 ,16.4 ,(9.4),2.46,2.65,2.91,3.20,3.52,14.75,18.3,1.21 ,19.6,-28.3,5.9,-13.0,,2011,0,9.5
Eaton Corp. plc,ETN,Industrials,Electrical Equipment,9,354,Y,Y,76.25,3.46,0.6600,4,2.64,C23,0.6000,3-9-18,3-23-18,10.00,10.0 ,6.3 ,9.5 ,10.2 ,0.928 ,0.701,"ADR-Ireland,US$",55.46,16.02,12,4.76,1.56,1.55,1.97,12.70,55.80,9.23,13.50,10.27,"33,050",0.1,0.43,(3.1),12.9 ,18.4 ,2.90,3.17,3.49,3.84,4.22,17.63,23.1,1.40 ,18.3,-15.1,7.4,-1.2,,2010,0,6.7
El Paso Electric Co.,EE,Utilities,Electric Utilities,8,510,-,-,52.52,2.74,0.3600,4,1.44,C30,0.3350,6-14-18,6-29-18,7.46,7.6 ,6.7 ,6.2 ,n/a,n/a,4.808,,55.38,20.20,12,2.60,3.96,2.39,1.78,8.00,1.20,3.52,1.30,5.10,"2,180",0.7,1.17,(11.2),9.0 ,26.4 ,1.43,1.48,1.56,1.64,1.72,7.83,14.9,0.48 ,9.4,-18.4,0.0,-7.8,,2011,0,2.6
EMC Insurance Group Inc.,EMCI,Financials,Insurance,9,397,N,N,32.88,2.80,0.2300,4,0.92,B27,0.2200,11-14-18,11-22-18,4.55,4.7 ,8.7 ,9.2 ,6.4 ,1.443 ,n/a,,63.45,22.68,12,1.45,4.54,1.03,1.23,6.90,-35.70,16.22,-6.40,5.00,714,0.5,0.04,(10.7),12.0 ,11.3 ,0.90,0.99,1.04,1.09,1.14,5.16,15.7,0.55 ,43.1,-1.3,3.8,20.2,,2011,0,2.4
Emclaire Financial Corp.,EMCF,Financials,Banks,8,464,N,N,31.25,3.58,0.2800,4,1.12,C23,0.2700,2-28-18,3-23-18,3.70,3.7 ,5.3 ,7.0 ,(1.5),n/a,1.392,,1.03,0.29,12,108.41,n/a,2.67,1.19,7.60,24.40,n/a,5.00,n/a,78,16.9,0.33,10.3 ,10.5 ,(87.7),1.23,1.27,1.31,1.35,1.39,6.54,20.9,0.61 ,9.0,-19.3,-0.5,-8.0,,2011,0,0.6
Encompass Health Corp.,EHC,Health Care,Health Care Providers & Services,6,739,-,-,66.84,1.62,0.2700,4,1.08,A16,0.2500,9-28-18,10-15-18,8.00,7.2 ,7.0 ,42.0 ,n/a,n/a,4.567,(was HealthSouth),33.13,20.50,12,3.26,1.82,1.56,4.97,26.10,4.00,4.00,9.20,11.23,"6,550",1.3,1.93,23.1 ,43.6 ,112.8 ,1.08,1.12,1.24,1.36,1.50,6.30,9.4,0.78 ,35.9,-18.9,-1.0,-5.0,,2013,0,6.5
Entravision Communications Corp.,EVC,Communication Services,Media,6,681,-,-,3.94,5.08,0.0500,4,0.20,C29,0.0313,9-13-17,9-29-17,60.00,23.1 ,23.5 ,51.6 ,n/a,n/a,0.830,2018 = Year 6,2000.00,394.00,12,0.01,n/a,1.16,1.04,5.40,688.10,20.74,62.10,n/a,336,2.8,0.88,(337.4),56.6 ,326.7 ,0.22,0.24,0.25,0.26,0.26,1.23,31.3,1.40 ,53.9,-45.5,21.4,-10.3,,2014,0,2.4
EPR Properties,EPR,Real Estate,Equity Real Estate Investment Trusts (REITs),9,427,N,N,73.06,6.16,0.3750,12,4.50,Mo.,0.3600,1-30-19,2-15-19,4.17,5.4 ,6.0 ,6.6 ,2.7 ,2.415 ,1.036,,133.93,21.74,12,3.36,3.11,7.93,1.87,8.60,3.70,-4.16,6.40,7.00,"5,400",0.7,1.02,(9.0),12.8 ,34.4 ,4.46,4.50,4.82,5.16,5.52,24.46,33.5,0.66 ,40.9,0.3,5.9,10.4,,2011,0,4
EQT Midstream Partners LP,EQM,Energy,"Oil, Gas & Consumable Fuels",8,564,-,-,45.76,9.88,1.1300,4,4.52,B15,1.1150,1-31-19,2-13-19,1.35,17.5 ,19.7 ,22.6 ,n/a,n/a,0.592,,98.91,10.01,12,4.57,1.18,4.11,1.02,12.20,-0.30,-15.50,38.20,8.50,"5,480",31.1,0.00,22.5 ,32.5 ,(32.6),4.34,4.38,4.75,5.16,5.60,24.23,52.9,1.15 ,16.4,-38.9,0.1,-11.8,,2012,0,7
Escalade Inc.,ESCA,Consumer Discretionary,Leisure Products,9,351,-,-,11.16,4.48,0.1250,4,0.50,C19,0.1150,3-9-18,3-19-18,8.70,8.7 ,5.2 ,8.0 ,7.2 ,1.117 ,n/a,,32.89,7.34,12,1.52,0.49,0.92,1.28,20.50,-4.10,-40.28,-1.10,15.00,163,9.0,0.00,5.2 ,12.5 ,(35.4),0.51,0.51,0.56,0.62,0.68,2.87,25.7,0.20 ,6.3,-26.8,-4.6,-13.4,,2010,0,16.2
Estee Lauder Companies Inc.,EL,Consumer Staples,Personal Products,9,405,Y,Y,136.42,1.26,0.4300,4,1.72,A01,0.3800,11-29-18,12-17-18,13.16,12.1 ,15.5 ,16.2 ,19.0 ,0.853 ,1.691,,40.09,31.80,6,4.29,3.35,3.47,11.36,25.70,22.00,10.77,9.60,9.51,"48,400",0.3,0.80,(14.3),17.5 ,300.7 ,1.73,1.90,2.08,2.28,2.49,10.48,7.7,0.59 ,12.3,-14.1,2.3,-2.0,,2011,0,9.4
Evans Bancorp Inc.,EVBN,Financials,Banks,7,593,-,-,35.00,2.63,0.4600,2,0.92,ApOc,0.4000,3-12-18,4-3-18,15.00,15.0 ,8.5 ,13.0 ,1.7 ,7.792 ,2.236,,30.16,11.48,12,3.05,n/a,3.02,1.34,10.60,36.40,10.09,5.80,n/a,167,3.1,0.17,4.1 ,15.6 ,(17.3),1.01,1.11,1.15,1.18,1.22,5.67,16.2,0.66 ,14.3,-28.9,-1.8,-19.7,,2012,0,1
Everest Reinsurance Group Ltd.,RE,Financials,Insurance,6,749,-,-,219.05,2.56,1.4000,4,5.60,C13,1.3000,11-27-18,12-12-18,7.69,5.0 ,9.8 ,19.3 ,10.7 ,1.809 ,n/a,"Bermuda,US$",21.82,8.53,12,25.67,0.22,1.21,1.06,8.30,-51.20,286.49,-6.00,39.65,"9,000",1.2,0.08,13.4 ,21.9 ,(36.6),5.35,5.89,6.48,7.12,7.84,32.68,14.9,0.34 ,8.9,-17.3,1.2,-1.7,,2014,0,2.9
Exchange Bank (Santa Rosa CA),EXSR,Financials,Banks,6,751,-,-,168.00,2.38,1.0000,4,4.00,C14,0.9500,11-29-18,12-14-18,5.26,13.2 ,20.5 ,28.5 ,6.8 ,4.207 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.9 ,n/a,3.97,4.08,4.21,4.33,4.46,21.05,12.5,n/a,n/a,n/a,n/a,n/a,OTC,2013,0,n/a
Expedia Inc.,EXPE,Consumer Discretionary,Internet & Direct Marketing Retail,7,623,-,-,119.25,1.07,0.3200,4,1.28,C14,0.3000,8-22-18,9-13-18,6.67,6.9 ,13.9 ,17.2 ,n/a,n/a,11.488,,45.71,42.59,12,2.80,2.67,1.62,4.06,10.40,27.60,15.56,1.50,15.98,"17,810",8.5,0.85,(24.3),18.3 ,177.2 ,1.36,1.50,1.65,1.82,2.00,8.33,7.0,1.06 ,21.0,-14.7,2.7,-2.0,,2012,0,2.3
Exponent Inc.,EXPO,Industrials,Professional Services,6,698,-,-,49.96,1.04,0.1300,4,0.52,C23,0.1050,3-1-18,3-23-18,23.81,23.8 ,20.1 ,28.2 ,n/a,n/a,3.401,Adj. Split,40.63,39.03,12,1.28,2.60,6.93,8.02,16.90,22.60,6.93,8.30,15.00,"2,600",1.4,0.00,(9.8),29.3 ,273.0 ,0.57,0.61,0.67,0.74,0.81,3.41,6.8,0.46 ,41.0,-8.5,-0.7,0.5,,2013,0,11.6
Extended Stay America Inc.,STAY,Consumer Discretionary,"Hotels, Restaurants & Leisure",5,810,-,-,17.10,5.15,0.2200,4,0.88,B25,0.2100,5-10-18,5-25-18,4.76,6.1 ,9.6 ,n/a,n/a,n/a,n/a,,157.14,30.54,12,0.56,7.26,2.48,3.83,12.90,22.90,-1.69,32.90,4.20,"3,200",0.3,2.93,n/a,n/a,128.0 ,0.96,0.97,1.01,1.05,1.09,5.07,29.7,1.18 ,15.8,-24.3,1.8,-11.4,,2014,0,2.5
Extra Space Storage Inc.,EXR,Real Estate,Equity Real Estate Investment Trusts (REITs),9,377,-,-,98.61,3.49,0.8600,4,3.44,C30,0.7800,6-14-18,6-29-18,10.26,7.7 ,14.5 ,18.3 ,12.9 ,1.421 ,0.691,,87.31,25.03,12,3.94,4.17,10.52,5.21,17.00,27.30,7.58,26.50,6.00,"12,330",0.6,1.99,(3.2),21.8 ,140.7 ,3.70,3.98,4.21,4.47,4.74,21.09,21.4,0.30 ,27.2,-3.3,5.9,6.7,,2010,0,5.3
F&M Bank Corp.,FMBM,Financials,Banks,7,600,-,-,30.30,3.30,0.2500,4,1.00,B16,0.2400,5-1-18,5-15-18,4.17,9.9 ,10.6 ,8.7 ,4.1 ,2.121 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.0 ,n/a,1.03,1.06,1.09,1.13,1.16,5.47,18.0,n/a,n/a,n/a,n/a,n/a,OTC,2012,0,n/a
Farmers Bankshares Inc.,FBVA,Financials,Banks,7,628,-,-,16.55,2.66,0.1100,4,0.44,A16,0.1000,10-4-18,10-15-18,10.00,2.5 ,31.1 ,30.1 ,n/a,n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.8 ,n/a,0.42,0.43,0.45,0.46,0.48,2.24,13.5,n/a,n/a,n/a,n/a,n/a,OTC,2013,0,n/a
FBL Financial Group Inc.,FFG,Financials,Insurance,8,471,N,Y,70.22,2.62,0.4600,4,1.84,C29,0.4400,3-14-18,3-29-18,4.55,4.5 ,4.8 ,28.8 ,13.9 ,2.066 ,3.686,,41.82,15.96,12,4.40,1.12,2.32,1.47,8.80,1.10,8.43,7.80,14.20,"1,740",59.8,0.00,15.4 ,31.4 ,2.1 ,1.86,2.02,2.22,2.44,2.68,11.22,16.0,0.84 ,12.0,-18.1,2.2,-7.5,,2011,0,1.1
Federal Agricultural Mortgage Corp.,AGM,Financials,Thrifts & Mortgage Finance,7,592,-,-,70.75,3.28,0.5800,4,2.32,C30,0.3600,3-16-18,3-30-18,61.11,61.1 ,53.6 ,37.0 ,19.2 ,1.927 ,3.337,Also Cl. A/B,26.70,8.14,12,8.69,0.74,1.46,1.32,16.90,12.70,3.35,11.10,11.00,745,0.3,30.18,32.2 ,40.3 ,(30.9),2.55,2.64,2.90,3.19,3.51,14.79,20.9,1.18 ,27.2,-28.6,9.2,-10.4,,2012,0,0.5
Fidelity National Financial Inc.,FNF,Financials,Insurance,7,590,-,-,36.16,3.32,0.3000,4,1.20,C30,0.2124,3-15-18,3-30-18,41.25,49.6 ,24.0 ,23.0 ,5.9 ,3.920 ,n/a,Adj/Spin-off,53.57,16.14,12,2.24,1.18,1.48,2.10,18.10,-8.50,4.48,-7.60,13.70,"9,850",2.5,0.18,10.1 ,26.3 ,22.7 ,1.21,1.27,1.39,1.53,1.69,7.09,19.6,0.85 ,22.6,-15.0,10.5,-1.3,,2012,0,8.9
Fifth Third Bancorp,FITB,Financials,Banks,9,421,-,-,26.82,3.28,0.22,4,0.88,A15,0.18,12-28-18,1-15-19,22.22,13.3 ,9.4 ,7.7 ,(1.0),n/a,0.861,,28.21,8.60,12,3.12,1.43,3.43,1.23,18.30,31.40,11.16,8.900 ,6.000 ,17790,0.1,1,2.4 ,10.9 ,(31.4),0.75,0.82,0.87,0.92,0.98,4.35,16.2,1.38,21.25,-22.64,4.67,-6.61,,2011,0,1.9
Financial Institutions Inc.,FISI,Financials,Banks,8,478,-,-,26.82,3.58,0.24,4,0.96,A2,0.22,3-14-18,4-2-18,9.09,10.6 ,5.5 ,4.9 ,5.7 ,0.860 ,1.257,,39.51,11.04,12,2.43,1.38,2.89,1.14,11.30,-8.10,2.75,3.900 ,8.000 ,422.95,0.8,0.1,(2.6),8.5 ,(25.2),0.95,0.98,1.05,1.14,1.23,5.35,19.9,0.96,9.51,-21.92,-1.71,-12.24,,2011,0,1
First American Financial Corp.,FAF,Financials,Insurance,9,390,N,N,50.08,3.35,0.4200,4,1.68,C15,0.3800,9-7-18,9-17-18,10.53,11.1 ,17.0 ,27.2 ,n/a,n/a,n/a,,38.80,11.57,12,4.33,0.93,0.96,1.54,17.00,-11.00,4.86,-0.10,12.50,"5,550",0.5,0.22,19.0 ,30.6 ,(11.0),1.62,1.69,1.86,2.05,2.26,9.48,18.9,0.85 ,19.4,-18.6,8.2,-1.4,,2010,0,6
First Bancorp Inc.,FNLC,Financials,Banks,5,823,-,-,25.87,4.48,0.2900,4,1.16,A30,0.2400,7-6-18,7-31-18,20.83,12.8 ,7.4 ,6.4 ,3.6 ,1.799 ,0.762,,53.46,11.92,12,2.17,n/a,3.91,1.51,11.7,9.6,n/a,8.4,n/a,275.77,2.1,0,(1.0),10.9 ,(10.6),1.16,1.20,1.23,1.27,1.31,6.17,23.8,0.62,3.48,-18.16,-3.47,-8.93,,2014,0,1.1
First Busey Corp.,BUSE,Financials,Banks,6,769,-,-,24.76,3.39,0.2100,4,0.84,B02,0.2000,1-24-19,2-1-19,5.00,11.1 ,8.9 ,10.8 ,(10.4),n/a,0.527,,43.98,12.96,12,1.91,2.16,4.26,1.25,9.00,17.00,12.28,20.40,6.00,"1,200",5.1,0.23,1.2 ,14.1 ,(15.1),0.88,0.97,1.03,1.09,1.15,5.11,20.7,1.09 ,7.1,-25.5,-5.1,-16.9,,2014,0,1.1
First Business Financial Services Inc.,FBIZ,Financials,Banks,7,659,-,-,20.64,2.91,0.1500,4,0.60,B15,0.1400,2-1-19,2-14-19,7.14,7.7 ,8.4 ,14.9 ,15.1 ,0.986 ,n/a,,31.09,10.69,12,1.93,1.34,2.08,1.01,7.70,-16.20,8.68,-2.70,8.00,179,4.4,0.19,7.1 ,17.8 ,(30.7),0.57,0.61,0.66,0.72,0.77,3.34,16.2,0.92 ,10.0,-23.4,0.9,-10.3,,2013,0,0.7
